"goHallmarkId","goHallmark","goHallmarkTerm","goId","goTerm"
"GO:0000723","Telomere maintenance","telomere maintenance","GO:1904429","regulation of t-circle formation"
"GO:0000723","Telomere maintenance","telomere maintenance","GO:1904430","negative regulation of t-circle formation"
"GO:0000723","Telomere maintenance","telomere maintenance","GO:1904431","positive regulation of t-circle formation"
"GO:0000723","Telomere maintenance","telomere maintenance","GO:1904505","regulation of telomere maintenance in response to DNA damage"
"GO:0000723","Telomere maintenance","telomere maintenance","GO:1904506","negative regulation of telomere maintenance in response to DNA damage"
"GO:0000723","Telomere maintenance","telomere maintenance","GO:1904507","positive regulation of telomere maintenance in response to DNA damage"
"GO:0000723","Telomere maintenance","telomere maintenance","GO:1904533","regulation of telomeric loop disassembly"
"GO:0000723","Telomere maintenance","telomere maintenance","GO:1904534","negative regulation of telomeric loop disassembly"
"GO:0000723","Telomere maintenance","telomere maintenance","GO:1904535","positive regulation of telomeric loop disassembly"
"GO:0000723","Telomere maintenance","telomere maintenance","GO:1905764","regulation of protection from non-homologous end joining at telomere"
"GO:0000723","Telomere maintenance","telomere maintenance","GO:1905765","negative regulation of protection from non-homologous end joining at telomere"
"GO:0000723","Telomere maintenance","telomere maintenance","GO:1905766","positive regulation of protection from non-homologous end joining at telomere"
"GO:0000723","Telomere maintenance","telomere maintenance","GO:1905838","regulation of telomeric D-loop disassembly"
"GO:0000723","Telomere maintenance","telomere maintenance","GO:1905839","negative regulation of telomeric D-loop disassembly"
"GO:0000723","Telomere maintenance","telomere maintenance","GO:1905840","positive regulation of telomeric D-loop disassembly"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0000304","response to singlet oxygen"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0000410","carbon catabolite repression of transcription by galactose"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0000411","positive regulation of transcription by galactose"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0000429","carbon catabolite regulation of transcription from RNA polymerase II promoter"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0000430","regulation of transcription from RNA polymerase II promoter by glucose"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0000431","regulation of transcription from RNA polymerase II promoter by galactose"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0000432","positive regulation of transcription from RNA polymerase II promoter by glucose"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0000433","carbon catabolite repression of transcription from RNA polymerase II promoter by glucose"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0000434","carbon catabolite repression of transcription from RNA polymerase II promoter by galactose"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0000435","positive regulation of transcription from RNA polymerase II promoter by galactose"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0000436","carbon catabolite activation of transcription from RNA polymerase II promoter"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0000437","carbon catabolite repression of transcription from RNA polymerase II promoter"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0001079","nitrogen catabolite regulation of transcription from RNA polymerase II promoter"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0001080","nitrogen catabolite activation of transcription from RNA polymerase II promoter"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0001081","nitrogen catabolite repression of transcription from RNA polymerase II promoter"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0002021","response to dietary excess"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0002022","detection of dietary excess"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0002023","reduction of food intake in response to dietary excess"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0002024","diet induced thermogenesis"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0006995","cellular response to nitrogen starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0007584","response to nutrient"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0007637","proboscis extension reflex"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0009267","cellular response to starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0009594","detection of nutrient"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0009970","cellular response to sulfate starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0010106","cellular response to iron ion starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0010266","response to vitamin B1"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0010343","singlet oxygen-mediated programmed cell death"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0010350","cellular response to magnesium starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0010438","cellular response to sulfur starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0010516","negative regulation of cellular response to nitrogen starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0010691","negative regulation of ribosomal protein gene transcription from RNA polymerase II promoter in response to nutrient levels"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0015968","stringent response"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0016036","cellular response to phosphate starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0030583","myxococcal fruiting body development"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0031142","induction of conjugation upon nitrogen starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0031152","aggregation involved in sorocarp development"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0031157","regulation of aggregate size involved in sorocarp development"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0031158","negative regulation of aggregate size involved in sorocarp development"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0031159","positive regulation of aggregate size involved in sorocarp development"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0031286","negative regulation of sorocarp stalk cell differentiation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0031287","positive regulation of sorocarp stalk cell differentiation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0031318","detection of folic acid"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0031669","cellular response to nutrient levels"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0031670","cellular response to nutrient"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0032094","response to food"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0032095","regulation of response to food"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0032096","negative regulation of response to food"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0032097","positive regulation of response to food"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0032098","regulation of appetite"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0032099","negative regulation of appetite"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0032100","positive regulation of appetite"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0032107","regulation of response to nutrient levels"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0032108","negative regulation of response to nutrient levels"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0032109","positive regulation of response to nutrient levels"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0032571","response to vitamin K"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0032573","response to phylloquinone"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0033189","response to vitamin A"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0033197","response to vitamin E"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0033198","response to ATP"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0033217","regulation of transcription from RNA polymerase II promoter in response to iron ion starvation"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0033273","response to vitamin"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0033274","response to vitamin B2"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0033280","response to vitamin D"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0033552","response to vitamin B3"
"GO:0031667","Nutrient signalling","response to nutrient levels","GO:0033590","response to cobalamin"
