Disease1,Disease2,Description1,Description2,I1,I2,C12,C12simultaneous,RR,p_value,Category1,Category2,Direction,N1,N2,P1_direction,P2_direction
K58,M07,K58 Irritable bowel syndrome,M07 Psoriatic and enteropathic arthropathies,8207,1034,69,15,3.336093593,0,Gastrointestinal,Joint,0,33,21,0.684771754,0.999681914
M07,M47,M07 Psoriatic and enteropathic arthropathies,M47 Spondylosis,1034,11974,88,25,2.916197861,0,Joint,Spine,0,45,18,0.457593252,0.999999997
M07,M20,M07 Psoriatic and enteropathic arthropathies,M20 Acquired deformities of fingers and toes,1034,13014,76,30,2.317268503,8.37E-11,Joint,Joint,0,20,26,0.999992582,0.998081882
E03,M07,E03 Other hypothyroidism,M07 Psoriatic and enteropathic arthropathies,20958,1034,90,19,1.703986863,2.04E-06,Endocrine,Joint,0,40,31,0.876946775,0.998969867
L03,M07,L03 Cellulitis,M07 Psoriatic and enteropathic arthropathies,10516,1034,73,15,2.754519502,8.77E-14,Dermatological,Joint,0,27,31,0.990691124,0.920144158
K57,M07,K57 Diverticular disease of intestine,M07 Psoriatic and enteropathic arthropathies,41136,1034,166,20,1.601251677,1.08E-08,Gastrointestinal,Joint,0,69,77,0.987948285,0.843512894
G56;G57,M07,G56 Mononeuropathies of upper limb;G57 Mononeuropathies of lower limb,M07 Psoriatic and enteropathic arthropathies,16551,1034,104,13,2.493346689,5.44E-15,Neurological,Joint,0,61,30,0.047521837,0.999996317
M07,M81,M07 Psoriatic and enteropathic arthropathies,M81 Osteoporosis without pathological fracture,1034,9918,69,25,2.760568675,3.52E-13,Joint,Bone,0,25,19,0.992283851,0.999956157
J45,M07,J45 Asthma,M07 Psoriatic and enteropathic arthropathies,37337,1034,154,40,1.636646439,9.42E-09,Respiratory,Joint,0,77,37,0.53209554,1
K44,M07,K44 Diaphragmatic hernia,M07 Psoriatic and enteropathic arthropathies,39329,1034,161,13,1.624375913,7.21E-09,Gastrointestinal,Joint,0,74,74,0.865089424,0.865089424
M07,M54,M07 Psoriatic and enteropathic arthropathies,M54 Dorsalgia,1034,21562,152,22,2.797229599,1.70E-14,Joint,Spine,0,70,60,0.854172774,0.996382729
K51,M07,K51 Ulcerative colitis,M07 Psoriatic and enteropathic arthropathies,4348,1034,47,13,4.289255248,1.55E-15,Gastrointestinal,Joint,0,24,10,0.5,0.999987548
M07,N39,M07 Psoriatic and enteropathic arthropathies,N39 Other disorders of urinary system,1034,27390,121,17,1.752939417,9.81E-09,Joint,Urinary,0,59,45,0.641852943,0.99827453
F32,M07,F32 Depressive episode,M07 Psoriatic and enteropathic arthropathies,18765,1034,114,31,2.410626083,6.00E-15,Psychiatric,Joint,0,29,54,0.999999976,0.743872564
M07,M17,M07 Psoriatic and enteropathic arthropathies,M17 Gonarthrosis [arthrosis of knee],1034,29081,171,45,2.333244994,0,Joint,Joint,0,64,62,0.999640336,0.99988946
I21;I22,M07,I21 Acute myocardial infarction;I22 Subsequent myocardial infarction,M07 Psoriatic and enteropathic arthropathies,11771,1034,61,14,2.056316897,3.13E-07,Cardiovascular,Joint,0,21,26,0.995073276,0.899984316
I25,M07,I25 Chronic ischaemic heart disease,M07 Psoriatic and enteropathic arthropathies,36556,1034,167,50,1.812722692,1.61E-12,Cardiovascular,Joint,0,46,71,0.999999999,0.978048807
I84,M07,I84 Haemorrhoids,M07 Psoriatic and enteropathic arthropathies,31892,1034,127,14,1.580139881,9.66E-07,Cardiovascular,Joint,0,65,48,0.429613908,0.997834591
A09,M07,A09 Diarrhoea and gastro-enteritis of presumed infectious origin,M07 Psoriatic and enteropathic arthropathies,10766,1034,65,11,2.395700646,5.05E-10,Infectious,Joint,0,18,36,0.999923947,0.228510393
L40,M07,L40 Psoriasis,M07 Psoriatic and enteropathic arthropathies,3387,1034,980,959,114.8112507,0,Dermatological,Joint,0,17,4,1,1
K29,M07,K29 Gastritis and duodenitis,M07 Psoriatic and enteropathic arthropathies,42719,1034,183,15,1.699822528,2.54E-11,Gastrointestinal,Joint,0,100,68,0.118411357,0.999819777
C82;C83;C85,M95,C82 Follicular [nodular] non-Hodgkin's lymphoma;C83 Diffuse non-Hodgkin's lymphoma;C85 Other and unspecified types of non-Hodgkin's lymphoma,M95 Other acquired deformities of musculoskeletal system and connective tissue,2506,459,40,29,14.26790952,0,Neoplasm,Bone,0,10,1,0.999660226,1
J34,M95,J34 Other disorders of nose and nasal sinuses,M95 Other acquired deformities of musculoskeletal system and connective tissue,8627,459,155,98,16.06028775,0,"Ear, Nose, Throat",Bone,0,35,22,1,1
H02,M95,H02 Other disorders of eyelid,M95 Other acquired deformities of musculoskeletal system and connective tissue,7957,459,27,6,3.033163548,7.87E-07,Ophthalmological,Bone,0,7,14,0.997037694,0.5
D36,M95,D36 Benign neoplasm of other and unspecified sites,M95 Other acquired deformities of musculoskeletal system and connective tissue,1017,459,16,10,14.06308014,1.30E-13,Neoplasm,Bone,0,4,2,0.989364624,0.999740601
D32,M95,D32 Benign neoplasm of meninges,M95 Other acquired deformities of musculoskeletal system and connective tissue,735,459,18,14,21.89104975,4.44E-16,Neoplasm,Bone,0,4,0,0.996231079,1
K42,M13,K42 Umbilical hernia,M13 Other arthritis,5389,19151,497,79,1.975835829,1.06E-13,Gastrointestinal,Joint,0,270,148,0.02973084,1
K40,K42,K40 Inguinal hernia,K42 Umbilical hernia,21049,5389,829,388,2.998534061,5.18E-14,Gastrointestinal,Gastrointestinal,0,261,180,1,1
K42,M62,K42 Umbilical hernia,M62 Other disorders of muscle,5389,1390,50,17,2.738678977,7.07E-10,Gastrointestinal,Muscular,0,29,4,0.16111816,1
K41,K42,K41 Femoral hernia,K42 Umbilical hernia,875,5389,32,9,2.784375792,5.07E-07,Gastrointestinal,Gastrointestinal,0,13,10,0.892336425,0.989969196
E78,K42,E78 Disorders of lipoprotein metabolism and other lipidaemias,K42 Umbilical hernia,53818,5389,1264,180,1.788156162,1.50E-13,Metabolic,Gastrointestinal,0,483,601,1,0.961824593
E11,K42,E11 Non-insulin-dependent diabetes mellitus,K42 Umbilical hernia,29261,5389,857,176,2.229859921,6.27E-14,Endocrine,Gastrointestinal,0,311,370,1,0.99997291
E66,K42,E66 Obesity,K42 Umbilical hernia,19224,5389,914,259,3.619831558,8.70E-14,Nutritional,Gastrointestinal,0,249,406,1,0.99967548
K42,K82,K42 Umbilical hernia,K82 Other diseases of gallbladder,5389,2573,75,27,2.219255992,6.99E-10,Gastrointestinal,Hepatobiliary pancreas,0,28,20,0.989850797,0.999988785
K42,N18,K42 Umbilical hernia,N18 Chronic renal failure,5389,9082,321,56,2.690973734,0,Gastrointestinal,Urinary,0,182,83,0.009463577,1
K42,K65,K42 Umbilical hernia,K65 Peritonitis,5389,1206,65,13,4.103476709,0,Gastrointestinal,Gastrointestinal,0,26,26,0.959159233,0.959159233
I10,K42,I10 Essential (primary) hypertension,K42 Umbilical hernia,112927,5389,2522,577,1.700329992,0,Cardiovascular,Gastrointestinal,0,1067,878,1,1
J42;J44,K42,J42 Unspecified chronic bronchitis;J44 Other chronic obstructive pulmonary disease,K42 Umbilical hernia,13595,5389,453,72,2.536909145,5.52E-14,Respiratory,Gastrointestinal,0,162,219,1,0.773879743
K42,K43,K42 Umbilical hernia,K43 Ventral hernia,5389,4850,508,160,7.97458144,2.22E-16,Gastrointestinal,Gastrointestinal,0,230,118,0.985198285,1
K42,M45,K42 Umbilical hernia,M45 Ankylosing spondylitis,5389,886,35,11,3.007601179,2.53E-08,Gastrointestinal,Immunological,0,11,13,0.991663076,0.955234461
K42,K66,K42 Umbilical hernia,K66 Other disorders of peritoneum,5389,5078,218,88,3.26850927,2.81E-14,Gastrointestinal,Gastrointestinal,0,96,34,0.966398582,1
K42,M19,K42 Umbilical hernia,M19 Other arthrosis,5389,26203,583,61,1.693961213,1.15E-13,Gastrointestinal,Joint,0,323,199,0.005087295,1
K20;K21,K42,K20 Oesophagitis;K21 Gastro-oesophageal reflux disease,K42 Umbilical hernia,44943,5389,899,112,1.522942677,0,Gastrointestinal,Gastrointestinal,0,409,378,0.996895175,0.999999255
K42,K80,K42 Umbilical hernia,K80 Cholelithiasis,5389,19795,598,223,2.300019944,8.40E-14,Gastrointestinal,Hepatobiliary pancreas,0,161,214,1,1
K42,K46,K42 Umbilical hernia,K46 Unspecified abdominal hernia,5389,489,41,6,6.383530262,0,Gastrointestinal,Gastrointestinal,0,18,17,0.82555556,0.894488201
K42,K57,K42 Umbilical hernia,K57 Diverticular disease of intestine,5389,41136,873,85,1.615764672,2.29E-13,Gastrointestinal,Gastrointestinal,0,460,328,0.059726252,1
J45,K42,J45 Asthma,K42 Umbilical hernia,37337,5389,960,217,1.957571967,1.09E-13,Respiratory,Gastrointestinal,0,448,295,0.98206889,1
F17,K42,F17 Mental and behavioural disorders due to use of tobacco,K42 Umbilical hernia,18179,5389,406,80,1.70036426,8.23E-14,Psychiatric,Gastrointestinal,0,104,222,1,0.033092041
F32,K42,F32 Depressive episode,K42 Umbilical hernia,18765,5389,445,70,1.805499474,1.38E-13,Psychiatric,Gastrointestinal,0,163,212,0.999999995,0.851506536
I25,K42,I25 Chronic ischaemic heart disease,K42 Umbilical hernia,36556,5389,778,99,1.620342608,2.26E-13,Cardiovascular,Gastrointestinal,0,325,354,0.999998216,0.994566886
H47,H54,H47 Other disorders of optic [2nd] nerve and visual pathways,H54 Blindness and low vision,484,1470,46,9,26.52706752,0,Ophthalmological,Ophthalmological,0,21,16,0.769304409,0.987051959
D35,H47,D35 Benign neoplasm of other and unspecified endocrine glands,H47 Other disorders of optic [2nd] nerve and visual pathways,1360,484,14,7,8.726455396,1.93E-09,Neoplasm,Ophthalmological,0,5,2,0.910217285,0.999084473
F41,H47,F41 Other anxiety disorders,H47 Other disorders of optic [2nd] nerve and visual pathways,10708,484,42,10,3.324984873,5.99E-11,Psychiatric,Ophthalmological,0,13,19,0.996042051,0.779600466
H25,H47,H25 Senile cataract,H47 Other disorders of optic [2nd] nerve and visual pathways,15015,484,175,112,9.88010268,4.44E-15,Ophthalmological,Ophthalmological,0,43,20,1,1
H47,I67,H47 Other disorders of optic [2nd] nerve and visual pathways,I67 Other cerebrovascular diseases,484,4194,20,6,4.04250267,2.94E-07,Ophthalmological,Cardiovascular,0,9,5,0.748277664,0.994091034
H40,H47,H40 Glaucoma,H47 Other disorders of optic [2nd] nerve and visual pathways,7512,484,124,75,13.99312945,2.44E-15,Ophthalmological,Ophthalmological,0,31,18,0.999999996,1
H26,H47,H26 Other cataract,H47 Other disorders of optic [2nd] nerve and visual pathways,23683,484,137,50,4.903798292,0,Ophthalmological,Ophthalmological,0,44,43,0.99999216,0.99999654
H47,H57,H47 Other disorders of optic [2nd] nerve and visual pathways,H57 Other disorders of eye and adnexa,484,747,11,6,12.48305343,2.79E-09,Ophthalmological,Ophthalmological,0,4,1,0.88671875,0.999511719
H47,H50,H47 Other disorders of optic [2nd] nerve and visual pathways,H50 Other strabismus,484,1250,10,5,6.781702479,3.53E-06,Ophthalmological,Ophthalmological,0,3,2,0.9453125,0.989257813
E78,H47,E78 Disorders of lipoprotein metabolism and other lipidaemias,H47 Other disorders of optic [2nd] nerve and visual pathways,53818,484,114,21,1.795667998,7.44E-09,Metabolic,Ophthalmological,0,51,42,0.888384819,0.998247658
E11,H47,E11 Non-insulin-dependent diabetes mellitus,H47 Other disorders of optic [2nd] nerve and visual pathways,29261,484,70,14,2.027951768,7.55E-08,Endocrine,Ophthalmological,0,30,26,0.905891898,0.988768552
E66,H47,E66 Obesity,H47 Other disorders of optic [2nd] nerve and visual pathways,19224,484,54,8,2.381215758,1.65E-08,Nutritional,Ophthalmological,0,16,30,0.999251871,0.248308718
H35,H47,H35 Other retinal disorders,H47 Other disorders of optic [2nd] nerve and visual pathways,5836,484,81,53,11.76571926,6.66E-16,Ophthalmological,Ophthalmological,0,17,11,0.999999982,1
H34,H47,H34 Retinal vascular occlusions,H47 Other disorders of optic [2nd] nerve and visual pathways,824,484,16,7,16.46044291,1.21E-14,Ophthalmological,Ophthalmological,0,8,1,0.598190308,0.999984741
H47,H91,H47 Other disorders of optic [2nd] nerve and visual pathways,H91 Other hearing loss,484,4959,27,8,4.615496243,1.72E-10,Ophthalmological,"Ear, Nose, Throat",0,10,9,0.93896094,0.973880507
H47,I10,H47 Other disorders of optic [2nd] nerve and visual pathways,I10 Essential (primary) hypertension,484,112927,235,62,1.764082198,2.01E-14,Ophthalmological,Cardiovascular,0,62,111,1,0.819432282
H02,H47,H02 Other disorders of eyelid,H47 Other disorders of optic [2nd] nerve and visual pathways,7957,484,38,9,4.048395975,1.90E-12,Ophthalmological,Ophthalmological,0,16,13,0.87206246,0.98322378
H21,H47,H21 Other disorders of iris and ciliary body,H47 Other disorders of optic [2nd] nerve and visual pathways,531,484,20,11,31.92891939,0,Ophthalmological,Ophthalmological,0,5,4,0.994091034,0.998711586
G40,H47,G40 Epilepsy,H47 Other disorders of optic [2nd] nerve and visual pathways,5191,484,23,7,3.755999736,1.43E-07,Neurological,Ophthalmological,0,10,6,0.797563553,0.994688988
H47,M19,H47 Other disorders of optic [2nd] nerve and visual pathways,M19 Other arthrosis,484,26203,62,5,2.005808274,5.64E-07,Ophthalmological,Joint,0,36,21,0.126427197,0.996425633
H47,H53,H47 Other disorders of optic [2nd] nerve and visual pathways,H53 Visual disturbances,484,4644,71,33,12.9602949,0,Ophthalmological,Ophthalmological,0,17,21,0.999998123,0.999848418
H33,H47,H33 Retinal detachments and breaks,H47 Other disorders of optic [2nd] nerve and visual pathways,4422,484,33,7,6.326214999,0,Ophthalmological,Ophthalmological,0,11,15,0.982458983,0.756574879
H43,H47,H43 Disorders of vitreous body,H47 Other disorders of optic [2nd] nerve and visual pathways,2086,484,50,24,20.31909899,0,Ophthalmological,Ophthalmological,0,12,14,0.999954893,0.999531889
D32,H47,D32 Benign neoplasm of meninges,H47 Other disorders of optic [2nd] nerve and visual pathways,735,484,14,8,16.14691067,6.94E-13,Neoplasm,Ophthalmological,0,2,4,0.999084473,0.971313477
H44,H47,H44 Disorders of globe,H47 Other disorders of optic [2nd] nerve and visual pathways,638,484,26,17,34.54629006,0,Ophthalmological,Ophthalmological,0,5,4,0.999733239,0.999956012
H18,H47,H18 Other disorders of cornea,H47 Other disorders of optic [2nd] nerve and visual pathways,1080,484,16,7,12.5587083,6.96E-13,Ophthalmological,Ophthalmological,0,4,5,0.989364624,0.961593628
H47,M31,H47 Other disorders of optic [2nd] nerve and visual pathways,M31 Other necrotising vasculopathies,484,902,15,8,14.09721968,7.17E-13,Ophthalmological,Immunological,0,3,4,0.996307373,0.982421875
G93,H47,G93 Other disorders of brain,H47 Other disorders of optic [2nd] nerve and visual pathways,2484,484,34,12,11.6031544,0,Neurological,Ophthalmological,0,9,13,0.998532472,0.939275258
F32,H47,F32 Depressive episode,H47 Other disorders of optic [2nd] nerve and visual pathways,18765,484,57,10,2.574986953,4.52E-10,Psychiatric,Ophthalmological,0,16,31,0.999769997,0.29832088
H47,H52,H47 Other disorders of optic [2nd] nerve and visual pathways,H52 Disorders of refraction and accommodation,484,2981,70,40,19.90603713,2.22E-16,Ophthalmological,Ophthalmological,0,13,17,0.999999989,0.999997073
H20,H54,H20 Iridocyclitis,H54 Blindness and low vision,575,1470,32,7,15.53312748,1.11E-16,Ophthalmological,Ophthalmological,0,17,8,0.430025033,0.998948799
H54,J18,H54 Blindness and low vision,"J18 Pneumonia, organism unspecified",1470,14881,190,26,3.563676368,1.52E-14,Ophthalmological,Respiratory,0,96,68,0.471095742,0.999970535
H54,I48,H54 Blindness and low vision,I48 Atrial fibrillation and flutter,1470,22139,214,43,2.697941608,3.15E-14,Ophthalmological,Cardiovascular,0,71,100,0.999999766,0.847412055
H54,M13,H54 Blindness and low vision,M13 Other arthritis,1470,19151,234,75,3.410367445,1.58E-14,Ophthalmological,Joint,0,65,94,1,0.998971429
F06,H54,F06 Other mental disorders due to brain damage and dysfunction and to physical disease,H54 Blindness and low vision,463,1470,13,5,7.836806688,2.49E-08,Psychiatric,Ophthalmological,0,4,4,0.953857422,0.953857422
F41,H54,F41 Other anxiety disorders,H54 Blindness and low vision,10708,1470,98,17,2.554432823,1.67E-15,Psychiatric,Ophthalmological,0,35,46,0.998405661,0.76015375
H25,H54,H25 Senile cataract,H54 Blindness and low vision,15015,1470,172,21,3.1972742,7.77E-16,Ophthalmological,Ophthalmological,0,93,58,0.160786968,0.999994213
H54,I67,H54 Blindness and low vision,I67 Other cerebrovascular diseases,1470,4194,118,27,7.852905187,0,Ophthalmological,Cardiovascular,0,53,38,0.884367159,0.999968541
E10,H54,E10 Insulin-dependent diabetes mellitus,H54 Blindness and low vision,4108,1470,103,24,6.998155085,0,Immunological,Ophthalmological,0,62,17,0.024116826,1
H40,H54,H40 Glaucoma,H54 Blindness and low vision,7512,1470,211,72,7.839775905,3.22E-15,Ophthalmological,Ophthalmological,0,98,41,0.864676924,1
H54,K59,H54 Blindness and low vision,K59 Other functional intestinal disorders,1470,17737,176,18,2.769550411,1.33E-15,Ophthalmological,Gastrointestinal,0,81,77,0.870933119,0.958659861
H26,H54,H26 Other cataract,H54 Blindness and low vision,23683,1470,326,56,3.842002631,2.93E-14,Ophthalmological,Ophthalmological,0,195,75,0.000233196,1
H54,H57,H54 Blindness and low vision,H57 Other disorders of eye and adnexa,1470,747,49,25,18.30847836,1.11E-16,Ophthalmological,Ophthalmological,0,9,15,0.999999018,0.998099173
H50,H54,H50 Other strabismus,H54 Blindness and low vision,1250,1470,41,13,9.154837007,0,Ophthalmological,Ophthalmological,0,22,6,0.377614329,0.999999608
E78,H54,E78 Disorders of lipoprotein metabolism and other lipidaemias,H54 Blindness and low vision,53818,1470,483,101,2.504934355,4.45E-14,Metabolic,Ophthalmological,0,261,121,0.041846048,1
E11,H54,E11 Non-insulin-dependent diabetes mellitus,H54 Blindness and low vision,29261,1470,304,62,2.899754241,0,Endocrine,Ophthalmological,0,178,64,0.001688439,1
E66,H54,E66 Obesity,H54 Blindness and low vision,19224,1470,181,41,2.62791667,6.55E-15,Nutritional,Ophthalmological,0,68,72,0.999705234,0.997699629
H54,M25,H54 Blindness and low vision,"M25 Other joint disorders, not elsewhere classified",1470,19071,156,20,2.283115618,6.33E-15,Ophthalmological,Joint,0,56,80,0.999856446,0.405137939
H35,H54,H35 Other retinal disorders,H54 Blindness and low vision,5836,1470,207,54,9.899923417,0,Ophthalmological,Ophthalmological,0,106,47,0.39053874,1
F00;F01;F03;G30,H54,F00 Dementia in Alzheimer's disease;F01 Vascular dementia;F03 Unspecified dementia;G30 Alzheimer's disease,H54 Blindness and low vision,2128,1470,46,21,6.033411974,0,Neurological,Ophthalmological,0,9,16,0.999995376,0.987051959
H54,N18,H54 Blindness and low vision,N18 Chronic renal failure,1470,9082,136,23,4.179594833,0,Ophthalmological,Urinary,0,62,51,0.867553505,0.998720633
H54,H91,H54 Blindness and low vision,H91 Other hearing loss,1470,4959,188,102,10.58133621,2.33E-15,Ophthalmological,"Ear, Nose, Throat",0,41,45,1,1
