GenAge ID,symbol,name,organism,entrez gene id,avg lifespan change (max obsv),lifespan effect,longevity influence
277,CELE_F59C6.5,Protein F59C6.5,Caenorhabditis elegans,172933,70,Increase,Anti-Longevity
278,fat-7,FATty acid desaturase,Caenorhabditis elegans,179100,,Decrease,Pro-Longevity
279,fbp-1,"fructose-1,6-bisphosphatase",Caenorhabditis elegans,266822,,Increase,Anti-Longevity
280,FBP1,"Fructose-1,6-bisphosphatase, key regulatory enzyme in the gluconeogenesis pathway, required for gluc",Saccharomyces cerevisiae,851092,,Decrease,Anti-Longevity
281,fbxa-121,F-box A protein,Caenorhabditis elegans,189476,,Decrease,Pro-Longevity
282,Fgf23,Fibroblast growth factor 23,Mus musculus,64654,,Decrease,Pro-Longevity
283,FIS1,fission 1 (mitochondrial outer membrane) homolog (S. cerevisiae),Saccharomyces cerevisiae,854745,,Increase and Decrease,Anti-Longevity
284,FOB1,Fob1p,Saccharomyces cerevisiae,851688,50,Increase,Anti-Longevity
285,Foxm1,Forkhead box M1,Mus musculus,14235,,Decrease,Pro-Longevity
286,foxo,"Forkhead box, sub-group O",Drosophila melanogaster,41709,33,Increase,Pro-Longevity
287,frh-1,FRataxin (involved in human Friedrich's ataxia) Homolog,Caenorhabditis elegans,174002,,Increase and Decrease,Unclear
288,ftt-2,Fourteen-Three-Three family,Caenorhabditis elegans,181348,,Increase and Decrease,Pro-Longevity
289,fwd,four wheel drive,Drosophila melanogaster,45374,9,Increase,Pro-Longevity
290,Fxn,frataxin,Mus musculus,14297,,Decrease,Pro-Longevity
291,g,garnet,Drosophila melanogaster,44819,,Decrease,Pro-Longevity
292,gas-1,General Anaesthetic Sensitivity abnormal,Caenorhabditis elegans,181646,,Decrease,Unannotated
293,Gclc,Glutamate-cysteine ligase catalytic subunit,Drosophila melanogaster,53581,50,Increase,Pro-Longevity
294,Gclm,Glutamate-cysteine ligase modifier subunit,Drosophila melanogaster,248194,24,Increase,Pro-Longevity
295,GCN5,Histone acetyltransferase,Saccharomyces cerevisiae,853167,50,Decrease,Unannotated
296,gcy-28,Guanylyl CYclase,Caenorhabditis elegans,172051,,Increase,Anti-Longevity
297,gcy-6,Guanylyl CYclase,Caenorhabditis elegans,191644,25,Increase,Anti-Longevity
298,gdi-1,GDI (RabGDP Dissociation Inhibitor) family,Caenorhabditis elegans,178402,,Decrease,Pro-Longevity
299,gei-15,GEX Interacting protein,Caenorhabditis elegans,180951,13,Increase,Anti-Longevity
300,acdh-13,Acyl CoA DeHydrogenase,Caenorhabditis elegans,177654,57,Increase,Anti-Longevity
301,Gh,Growth hormone,Mus musculus,14599,,Decrease,Anti-Longevity
302,Ghr,Growth hormone receptor,Mus musculus,14600,40,Increase,Anti-Longevity
303,Ghrhr,Growth hormone releasing hormone receptor,Mus musculus,14602,20,Increase,Anti-Longevity
304,gig,gigas,Drosophila melanogaster,40201,,Increase,Pro-Longevity
305,GLaz,Glial Lazarillo,Drosophila melanogaster,36447,,Increase and Decrease,Pro-Longevity
306,glf-1,"GaLactoFuranose synthesis (UGM, UDP-galactopyranose mutase)",Caenorhabditis elegans,177358,49,Decrease,Pro-Longevity
307,GLN3,Gln3p,Saccharomyces cerevisiae,856763,,Increase and Decrease,Anti-Longevity
308,glp-1,abnormal Germ Line Proliferation,Caenorhabditis elegans,176286,33,Increase,Anti-Longevity
309,gpa-1,"G Protein, Alpha subunit",Caenorhabditis elegans,179546,,Increase and Decrease,Anti-Longevity
310,gpa-10,"G Protein, Alpha subunit",Caenorhabditis elegans,179075,10,Decrease,Pro-Longevity
311,gpa-11,"G Protein, Alpha subunit",Caenorhabditis elegans,173759,25,Increase,Pro-Longevity
312,gpa-15,"G Protein, Alpha subunit",Caenorhabditis elegans,172645,20,Decrease,Anti-Longevity
313,gpa-2,"G Protein, Alpha subunit",Caenorhabditis elegans,179219,,Increase and Decrease,Pro-Longevity
314,gpa-3,"G Protein, Alpha subunit",Caenorhabditis elegans,179319,15,Decrease,Pro-Longevity
315,gpa-5,"G Protein, Alpha subunit",Caenorhabditis elegans,180527,,Increase and Decrease,Anti-Longevity
316,gpa-6,"G Protein, Alpha subunit",Caenorhabditis elegans,181442,10,Increase,Anti-Longevity
317,gpa-8,"G Protein, Alpha subunit",Caenorhabditis elegans,179731,,Increase and Decrease,Anti-Longevity
318,gpa-9,"G Protein, Alpha subunit",Caenorhabditis elegans,191659,,,Unannotated
319,GPA2,Gpa2p,Saccharomyces cerevisiae,856741,,Increase and Decrease,Anti-Longevity
320,gpc-1,"G Protein, Gamma subunit",Caenorhabditis elegans,181424,10,Increase,Anti-Longevity
321,gpd-2,GPD (glyceraldehyde 3-phosphate dehydrogenase),Caenorhabditis elegans,3565504,,Increase,Anti-Longevity
322,gpi-1,Glucose-6-Phosphate Isomerase,Caenorhabditis elegans,173227,,Increase,Anti-Longevity
323,GPR1,Gpr1p,Saccharomyces cerevisiae,851527,50,Increase,Anti-Longevity
324,Gpx4,Glutathione peroxidase 4,Mus musculus,625249,7,Increase,Anti-Longevity
325,grl-19,GRound-Like (grd related),Caenorhabditis elegans,176843,27,Increase,Anti-Longevity
326,gro-1,abnormal GROwth rate,Caenorhabditis elegans,175725,29,Increase,Unannotated
327,Trxr-1,Thioredoxin reductase-1,Drosophila melanogaster,31760,,Increase,Pro-Longevity
328,gst-10,Glutathione S-Transferase,Caenorhabditis elegans,178725,,Increase and Decrease,Pro-Longevity
329,gst-5,Glutathione S-Transferase,Caenorhabditis elegans,187537,,Decrease,Pro-Longevity
330,H06H21.8,Protein H06H21.8,Caenorhabditis elegans,186700,,Increase,Anti-Longevity
331,H28O16.1,Protein H28O16.1,Caenorhabditis elegans,173134,27,Increase,Anti-Longevity
332,HAP4,Hap4p,Saccharomyces cerevisiae,853751,,Increase and Decrease,Pro-Longevity
333,HAT2,Hat2p,Saccharomyces cerevisiae,856654,30,Increase,Unannotated
334,Hells,Proliferation associated SNF-2-like gene,Mus musculus,15201,,Decrease,Pro-Longevity
335,hhat-2,Homolog of Hedgehog AcylTransferase,Caenorhabditis elegans,190374,50,Increase,Anti-Longevity
336,his-71,HIStone,Caenorhabditis elegans,181057,19,Decrease,Pro-Longevity
337,hk,hook,Drosophila melanogaster,35169,,Decrease,Pro-Longevity
338,hpk-1,Homeodomain interacting Protein Kinase,Caenorhabditis elegans,180695,37,Decrease,Pro-Longevity
339,SRS2,Srs2p,Saccharomyces cerevisiae,853353,30,Decrease,Pro-Longevity
340,hrp-1,human HnRNP A1 homolog,Caenorhabditis elegans,177101,49,Increase,Anti-Longevity
341,hsf-1,Heat shock transcription factor 1,Caenorhabditis elegans,173078,,Increase and Decrease,Pro-Longevity
342,hsp-16.1,Heat Shock Protein,Caenorhabditis elegans,179286,,Increase and Decrease,Pro-Longevity
343,hsp-16.48,Heat Shock Protein,Caenorhabditis elegans,179287,,Increase,Pro-Longevity
344,hsp-16.49,Heat Shock Protein,Caenorhabditis elegans,179288,,Increase and Decrease,Pro-Longevity
345,hsp-4,Heat Shock Protein,Caenorhabditis elegans,174203,,Decrease,Pro-Longevity
346,hsp-6,Heat shock 70kDa protein 9B (mortalin-2),Caenorhabditis elegans,178873,,Increase and Decrease,Pro-Longevity
347,HSP104,chaperone ATPase HSP104,Saccharomyces cerevisiae,850633,40,Decrease,Unannotated
349,Hsp26,Heat shock protein 26,Drosophila melanogaster,39075,30,Increase,Pro-Longevity
350,Hsp27,Heat shock protein 27,Drosophila melanogaster,39078,30,Increase,Pro-Longevity
351,Hsp68,Heat shock protein 68,Drosophila melanogaster,42852,20,Increase,Pro-Longevity
352,hsp70,Heat Shock Protein,Drosophila melanogaster,,,Increase,Pro-Longevity
353,HST2,Hst2p,Saccharomyces cerevisiae,856092,,Increase,Pro-Longevity
354,htp-3,Him-Three Paralog,Caenorhabditis elegans,172099,19,Increase,Anti-Longevity
355,Htr1b,5-hydroxytryptamine (serotonin) receptor 1B,Mus musculus,15551,,Decrease,Pro-Longevity
356,hus-1,human HUS1 related,Caenorhabditis elegans,171939,11,Increase,Anti-Longevity
357,HXK2,hexokinase 2,Saccharomyces cerevisiae,852639,50,Increase,Anti-Longevity
358,IDH2,Idh2p,Saccharomyces cerevisiae,854303,30,Increase,Anti-Longevity
359,ife-1,Initiation Factor 4E (eIF4E) family,Caenorhabditis elegans,176755,,Increase,Anti-Longevity
360,ife-2,Initiation Factor 4E (eIF4E) family,Caenorhabditis elegans,180393,,Increase,Anti-Longevity
361,iff-1,Initiation Factor Five (eIF-5A) homologs,Caenorhabditis elegans,176373,,Increase,Anti-Longevity
362,ifg-1,Initiation Factor 4G (eIF4G) family,Caenorhabditis elegans,174322,55,Increase,Anti-Longevity
363,ifta-2,IntraFlagellar Transport Associated,Caenorhabditis elegans,189055,50,Increase,Anti-Longevity
364,Igf1,Insulin-like growth factor 1,Mus musculus,16000,,Increase and Decrease,Unclear
365,Igf1r,Insulin-like growth factor 1 receptor,Mus musculus,16001,40,Increase,Anti-Longevity
366,Indy,I'm not dead yet protein,Drosophila melanogaster,40049,92,Increase,Anti-Longevity
367,inf-1,INitiation Factor,Caenorhabditis elegans,175966,,Increase and Decrease,Unclear
368,InR,Insulin-like 1 receptor,Drosophila melanogaster,42549,85,Increase,Anti-Longevity
369,ins-1,INSulin related,Caenorhabditis elegans,177936,25,Increase,Pro-Longevity
370,ins-18,INSulin related,Caenorhabditis elegans,172600,,Increase,Anti-Longevity
371,ins-21,INSulin related,Caenorhabditis elegans,191689,,Increase,Anti-Longevity
372,ins-7,INSulin related,Caenorhabditis elegans,191688,12,Increase,Anti-Longevity
373,Insr,Insulin receptor,Mus musculus,16337,33.29999924,Increase,Anti-Longevity
374,inx-14,INneXin,Caenorhabditis elegans,172488,,Increase,Anti-Longevity
375,inx-8,INneXin,Caenorhabditis elegans,178101,19,Increase,Anti-Longevity
376,inx-9,INneXin,Caenorhabditis elegans,191694,28,Increase,Anti-Longevity
377,Irs1,insulin receptor substrate 1,Mus musculus,16367,18,Increase,Anti-Longevity
378,Irs2,insulin receptor substrate 2,Mus musculus,384783,18,Increase,Anti-Longevity
379,isp-1,Iron-Sulfur Protein,Caenorhabditis elegans,177609,60,Increase,Anti-Longevity
380,jkk-1,JNK Kinase,Caenorhabditis elegans,180810,,Decrease,Unannotated
381,jnk-1,Jun N-terminal Kinase,Caenorhabditis elegans,177460,,Increase and Decrease,Pro-Longevity
382,mrpl-10,Protein MRPL-10,Caenorhabditis elegans,186840,17,Increase,Anti-Longevity
383,K01C8.7,Protein K01C8.7,Caenorhabditis elegans,186841,20,Increase,Anti-Longevity
384,iftb-1,eIFTwoBeta (eIF2beta translation initiation factor),Caenorhabditis elegans,172584,,Increase,Anti-Longevity
385,K07H8.1,Protein K07H8.1,Caenorhabditis elegans,177624,,Increase,Anti-Longevity
386,K07H8.8,Protein K07H8.8,Caenorhabditis elegans,187128,22,Increase,Anti-Longevity
387,scrm-8,SCRaMblase (phospholipid scramblase),Caenorhabditis elegans,187152,,Increase,Anti-Longevity
388,K08E3.5,Protein K08E3.5,Caenorhabditis elegans,176814,,Increase,Anti-Longevity
389,K10B4.3,Protein K10B4.3,Caenorhabditis elegans,173397,,Increase,Anti-Longevity
390,pup-2,Poly(U) Polymerase,Caenorhabditis elegans,175708,,Increase,Anti-Longevity
391,cid-1,Caffeine Induced Death (S. pombe Cid) homolog,Caenorhabditis elegans,175707,,Increase,Anti-Longevity
392,K11B4.1,Protein K11B4.1,Caenorhabditis elegans,173349,16,Increase,Anti-Longevity
393,K11D12.9,Protein K11D12.9,Caenorhabditis elegans,178892,,Decrease,Pro-Longevity
394,K12H4.5,Protein K12H4.5,Caenorhabditis elegans,187337,58,Increase,Anti-Longevity
395,Kl,Klotho,Mus musculus,16591,,Increase and Decrease,Pro-Longevity
396,kri-1,human KRIT 1 (Krev interaction trapped/cerebral cavernous malformation 1) homolog,Caenorhabditis elegans,191275,,Decrease,Pro-Longevity
397,KSS1,Kss1p,Saccharomyces cerevisiae,852931,33,Decrease,Unannotated
398,LAG1,Ceramide synthase component,Saccharomyces cerevisiae,856386,50,Increase,Anti-Longevity
399,LAG2,Lag2p,Saccharomyces cerevisiae,854133,36,Increase,Pro-Longevity
400,LAT1,"Dihydrolipoamide acetyltransferase component (E2) of pyruvate dehydrogenase complex, which catalyzes",Saccharomyces cerevisiae,855653,20,Increase,Pro-Longevity
401,lbp-4,Lipid Binding Protein,Caenorhabditis elegans,179161,,Decrease,Pro-Longevity
402,lbp-6,Lipid Binding Protein,Caenorhabditis elegans,172390,,Increase and Decrease,Unclear
403,lbp-7,Lipid Binding Protein,Caenorhabditis elegans,191701,,Increase,Anti-Longevity
404,lbp-9,Lipid Binding Protein,Caenorhabditis elegans,178686,,Decrease,Pro-Longevity
405,ldb-1,LIM domain Binding Protein,Caenorhabditis elegans,181292,,Decrease,Pro-Longevity
406,lem-2,LEM domain protein,Caenorhabditis elegans,175058,,Decrease,Pro-Longevity
407,let-60,LEThal,Caenorhabditis elegans,178104,,Increase,Unannotated
408,let-653,LEThal,Caenorhabditis elegans,178120,13,Decrease,Pro-Longevity
409,lin-14,abnormal cell LINeage,Caenorhabditis elegans,181337,31,Increase,Anti-Longevity
410,lin-2,abnormal cell LINeage,Caenorhabditis elegans,181400,,Increase,Unclear
411,lin-23,abnormal cell LINeage,Caenorhabditis elegans,174058,,Decrease,Pro-Longevity
412,lin-4,abnormal cell LINeage,Caenorhabditis elegans,266860,,,Pro-Longevity
413,dld-1,Protein DLD-1,Caenorhabditis elegans,178387,61,Increase,Anti-Longevity
414,lmn-1,nuclear LaMiN,Caenorhabditis elegans,172687,12,Decrease,Pro-Longevity
415,Lmna,lamin A,Mus musculus,16905,,Increase and Decrease,Unclear
416,lpd-5,LiPid Depleted,Caenorhabditis elegans,172037,17,Increase,Anti-Longevity
417,lars-2,Leucyl Amino-acyl tRNA Synthetase,Caenorhabditis elegans,172499,,Increase,Anti-Longevity
418,lsm-7,LSM Sm-like protein,Caenorhabditis elegans,177988,24,Decrease,Pro-Longevity
419,lt,light,Drosophila melanogaster,3355130,,Decrease,Pro-Longevity
420,lys-8,LYSozyme,Caenorhabditis elegans,173944,29,Decrease,Pro-Longevity
421,LYS12,Isocitrate dehydrogenase,Saccharomyces cerevisiae,854714,,Increase,Anti-Longevity
422,M05B5.2,Protein M05B5.2,Caenorhabditis elegans,187451,45,Decrease,Pro-Longevity
423,M57.2,Protein M57.2,Caenorhabditis elegans,177113,20,Decrease,Pro-Longevity
424,mag-1,Drosophila MAGonashi homolog,Caenorhabditis elegans,173073,15,Decrease,Pro-Longevity
425,max-1,Motor AXon guidance,Caenorhabditis elegans,179794,,Increase,Anti-Longevity
426,mcm-2,yeast MCM (licensing factor) related,Caenorhabditis elegans,174841,,Increase and Decrease,Unclear
427,Mcm2,minichromosome maintenance deficient 2 mitotin (S. cerevisiae),Mus musculus,17216,,Decrease,Pro-Longevity
428,mdh-2,Malate DeHydrogenase,Caenorhabditis elegans,175936,10,Decrease,Pro-Longevity
429,mec-8,MEChanosensory abnormality,Caenorhabditis elegans,172771,,Increase,Unannotated
430,MEC1,Mec1p,Saccharomyces cerevisiae,852433,66,Decrease,Unannotated
431,mep-1,"Mog interacting, Ectopic P granules",Caenorhabditis elegans,178074,8,Decrease,Pro-Longevity
432,MEP2,Mep2p,Saccharomyces cerevisiae,855580,,Increase,Anti-Longevity
433,MEP3,Mep3p,Saccharomyces cerevisiae,856260,,Increase,Anti-Longevity
434,mes-1,Maternal Effect Sterile,Caenorhabditis elegans,181362,60,Increase,Anti-Longevity
435,mev-1,Abnormal MEthyl Viologen sensitivity,Caenorhabditis elegans,260040,,Decrease,Pro-Longevity
436,Mgat5,mannoside acetylglucosaminyltransferase 5,Mus musculus,107895,,Decrease,Pro-Longevity
437,mkk-4,MKK (MAP Kinase Kinase) homolog,Caenorhabditis elegans,185682,,Decrease,Anti-Longevity
438,mnk-1,MAP kinase iNtegrating Kinase (MNK) homolog,Caenorhabditis elegans,174623,,Decrease,Pro-Longevity
439,Mnt,"CG13316-PC, isoform C",Drosophila melanogaster,31331,,Increase and Decrease,Pro-Longevity
440,mod-5,Modulation Of locomotion Defective,Caenorhabditis elegans,171879,,Decrease,Pro-Longevity
441,MPT5,Mpt5p,Saccharomyces cerevisiae,852697,,Increase and Decrease,Pro-Longevity
442,mrp-5,Multidrug Resistance Protein family,Caenorhabditis elegans,181587,,Increase,Anti-Longevity
443,mars-1,Methionyl tRNA Synthetase,Caenorhabditis elegans,178089,23,Increase,Anti-Longevity
444,Msh2,"mutS homolog 2, colon cancer, nonpolyposis type 1 (E. coli)",Mus musculus,17685,,Decrease,Pro-Longevity
445,Eip71CD,Ecdysone-induced protein 28/29kD,Drosophila melanogaster,39675,70,Increase,Pro-Longevity
446,Msra,Methionine sulfoxide reductase A,Mus musculus,110265,,Decrease,Pro-Longevity
447,mth,methuselah,Drosophila melanogaster,38058,35,Increase,Unclear
448,mtl-2,MeTaLlothionein,Caenorhabditis elegans,179899,,Increase,Anti-Longevity
449,mxl-2,MaX-Like,Caenorhabditis elegans,175184,7,Decrease,Pro-Longevity
450,MXR1,Mxr1p,Saccharomyces cerevisiae,856765,,Increase and Decrease,Pro-Longevity
451,mys,myospheroid,Drosophila melanogaster,44885,44,Increase,Anti-Longevity
452,nac-2,NADC (Na+-coupled dicarboxylate transporter) family,Caenorhabditis elegans,187898,19,Increase,Anti-Longevity
453,nac-3,NADC (Na+-coupled dicarboxylate transporter) family,Caenorhabditis elegans,176429,15,Increase,Anti-Longevity
454,nas-38,Nematode AStacin protease,Caenorhabditis elegans,180407,,Increase,Anti-Longevity
455,NDE1,NADH-ubiquinone reductase (H(+)-translocating) NDE1,Saccharomyces cerevisiae,855176,25,Increase,Unclear
456,NDE2,NADH-ubiquinone reductase (H(+)-translocating) NDE2,Saccharomyces cerevisiae,851474,25,Increase,Pro-Longevity
457,NDI1,NADH-ubiquinone reductase (H(+)-translocating) NDI1,Saccharomyces cerevisiae,854919,,Increase and Decrease,Unclear
458,Neil1,nei endonuclease VIII-like 1 (E. coli),Mus musculus,72774,,Decrease,Pro-Longevity
459,Nf1,Neurofibromin 1,Drosophila melanogaster,43149,68,Increase,Pro-Longevity
460,nfi-1,NFI (Nuclear Factor I) family,Caenorhabditis elegans,174225,,Decrease,Pro-Longevity
461,nhr-14,Nuclear Hormone Receptor family,Caenorhabditis elegans,181102,,Increase,Anti-Longevity
462,nhr-154,Nuclear Hormone Receptor family,Caenorhabditis elegans,182565,,Increase,Anti-Longevity
463,nhr-49,Nuclear Hormone Receptor family,Caenorhabditis elegans,172839,56,Decrease,Pro-Longevity
464,nhx-2,Na/H eXchanger,Caenorhabditis elegans,174242,40,Increase,Anti-Longevity
465,nnt-1,Nicotinamide Nucleotide Transhydrogenase,Caenorhabditis elegans,180884,18,Decrease,Pro-Longevity
466,Nos3,"nitric oxide synthase 3, endothelial cell",Mus musculus,18127,,Decrease,Pro-Longevity
467,npa-1,Nematode Polyprotein Allergen related,Caenorhabditis elegans,179095,32,Increase,Anti-Longevity
468,npp-2,Nuclear Pore complex Protein,Caenorhabditis elegans,172611,11,Decrease,Pro-Longevity
469,npp-3,Nuclear Pore complex Protein,Caenorhabditis elegans,174823,14,Decrease,Pro-Longevity
470,NPT1,Nicotinatephosphoribosyltranfserase,Saccharomyces cerevisiae,854384,,Increase and Decrease,Pro-Longevity
471,nars-1,asparagiNyl tRNA Synthetase,Caenorhabditis elegans,172442,11,Increase,Anti-Longevity
472,nrx-1,GLIoTactin (Drosophila neuroligin-like) homolog,Caenorhabditis elegans,179503,,Decrease,Anti-Longevity
473,let-765,LEThal,Caenorhabditis elegans,175934,27,Decrease,Pro-Longevity
474,ntl-3,NOT-Like (yeast CCR4/NOT complex component),Caenorhabditis elegans,176614,,Decrease,Pro-Longevity
475,nuc-1,abnormal NUClease,Caenorhabditis elegans,181174,,Increase,Anti-Longevity
476,nuo-1,NADH Ubiquinone Oxidoreductase,Caenorhabditis elegans,174696,50,Increase,Anti-Longevity
477,nuo-2,NADH Ubiquinone Oxidoreductase,Caenorhabditis elegans,172363,,Increase,Anti-Longevity
478,nuo-3,NADH Ubiquinone Oxidoreductase,Caenorhabditis elegans,178404,77,Increase,Anti-Longevity
479,nuo-4,NADH Ubiquinone Oxidoreductase,Caenorhabditis elegans,176001,38,Increase,Anti-Longevity
480,nuo-5,NADH Ubiquinone Oxidoreductase,Caenorhabditis elegans,178735,,Increase,Anti-Longevity
481,odr-3,ODoRant response abnormal,Caenorhabditis elegans,179806,30,Increase,Anti-Longevity
482,pept-1,OligoPeptide Transporter,Caenorhabditis elegans,180919,40,Increase,Anti-Longevity
483,Orco,Odorant receptor co-receptor,Drosophila melanogaster,40650,56,Increase,Anti-Longevity
484,osm-1,OSMotic avoidance abnormal,Caenorhabditis elegans,181715,40,Increase,Anti-Longevity
485,osm-3,OSMotic avoidance abnormal,Caenorhabditis elegans,177141,,Increase,Anti-Longevity
486,osm-5,OSMotic avoidance abnormal,Caenorhabditis elegans,180585,150,Increase,Anti-Longevity
487,osm-6,OSMotic avoidance abnormal,Caenorhabditis elegans,179631,40,Increase,Anti-Longevity
488,ovo,CG6824-PA,Drosophila melanogaster,31429,50,Increase,Anti-Longevity
489,p53,CG33336-PA,Drosophila melanogaster,2768677,58,Increase,Anti-Longevity
